favorite_count,tweet_id,retweet_count
2579,685667379192414208,666
3557,685663452032069632,1656
3218,685641971164143616,885
35052,685547936038666240,17465
3336,685532292383666176,1298
10471,685325112850124800,4535
2910,685321586178670592,735
3676,685315239903100929,1234
2262,685307451701334016,496
3419,685268753634967552,1371
2566,685198997565345792,764
4489,685169283572338688,1620
2374,684969860808454144,421
7004,684959798585110529,3487
3523,684940049151070208,1191
3849,684926975086034944,552
3848,684914660081053696,1662
2053,684902183876321280,605
2305,684880619965411328,936
38551,684830982659280897,24514
2979,684800227459624960,1124
9843,684594889858887680,4016
4489,684588130326986752,1592
3312,684567543613382656,1418
2915,684538444857667585,1085
4249,684481074559381504,1320
2169,684460069371654144,628
8999,684241637099323392,3727
1369,684225744407494656,239
4225,684222868335505415,1563
2394,684200372118904832,1177
2108,684195085588783105,595
3831,684188786104872960,1343
2215,684177701129875456,764
3265,684147889187209216,1703
2176,684122891630342144,539
4515,684097758874210310,1621
4163,683857920510050305,1262
2111,683852578183077888,397
2896,683849932751646720,1116
2880,683834909291606017,1265
3053,683828599284170753,1195
3684,683773439333797890,1533
7162,683742671509258241,3781
8058,683515932363329536,3291
3469,683498322573824003,1095
2878,683481228088049664,1118
2676,683462770029932544,761
4290,683449695444799489,1837
8356,683391852557561860,2702
3238,683357973142474752,1059
3162,683142553609318400,1173
3736,683111407806746624,1034
2361,683098815881154561,736
2176,683078886620553216,634
2370,683030066213818368,832
26239,682962037429899265,15043
1953,682808988178739200,210
2706,682788441537560576,1258
1674,682750546109968385,494
1440,682697186228989953,397
3326,682662431982772225,1207
2266,682638830361513985,675
3769,682429480204398592,1320
8319,682406705142087680,2019
2441,682393905736888321,773
1828,682389078323662849,518
3389,682303737705140231,1135
4578,682259524040966145,1375
3566,682242692827447297,1341
20108,682088079302213632,11271
5442,682059653698686977,1915
3525,682047327939461121,1088
7223,682032003584274432,2294
3464,682003177596559360,1722
3043,681981167097122816,1161
2706,681891461017812993,951
14010,681694085539872773,4581
1923,681679526984871937,499
2903,681654059175129088,1045
2100,681610798867845120,533
3893,681579835668455424,1489
15749,681523177663676416,6620
1803,681340665377193984,313
10202,681339448655802368,4598
2918,681320187870711809,863
4347,681302363064414209,2072
3490,681297372102656000,1091
3520,681281657291280384,1258
1597,681261549936340994,308
1645,681242418453299201,624
2629,681231109724700672,540
4077,681193455364796417,1691
2665,680970795137544192,749
4986,680959110691590145,2243
3544,680940246314430465,1225
2285,680934982542561280,497
2609,680913438424612864,705
1945,680889648562991104,418
3766,680836378243002368,1513
2370,680805554198020098,751
2600,680801747103793152,925
3134,680798457301471234,1182
2906,680609293079592961,816
3939,680583894916304897,1514
4639,680497766108381184,2162
1879,680494726643068929,542
2778,680473011644985345,844
1583,680440374763077632,564
1598,680221482581123072,329
3115,680206703334408192,1323
2356,680191257256136705,577
4263,680176173301628928,1760
2538,680161097740095489,828
3955,680145970311643136,1972
2519,680130881361686529,1078
2972,680115823365742593,1028
3891,680100725817409536,1554
13959,680085611152338944,10034
2818,680070545539371008,994
18278,680055455951884288,8067
2155,679877062409191424,726
2365,679872969355714560,749
2678,679862121895714818,706
3143,679854723806179328,1402
2593,679844490799091713,887
39726,679828447187857408,15839
3390,679777920601223168,1281
2311,679736210798047232,918
2367,679729593985699840,937
1817,679722016581222400,539
5208,679530280114372609,2347
2892,679527802031484928,823
3711,679511351870550016,1461
3484,679503373272485890,1673
2304,679475951516934144,728
34856,679462823135686656,21324
2594,679405845277462528,1364
23568,679158373988876288,9193
3028,679148763231985668,1163
3253,679132435750195208,1314
6514,679111216690831360,2893
18712,679062614270468097,9299
2460,679047485189439488,781
3075,679001094530465792,1378
2537,678991772295516161,1333
1796,678969228704284672,528
2810,678800283649069056,1018
3804,678798276842360832,1350
3037,678774928607469569,1043
3864,678767140346941444,1553
1788,678764513869611008,544
7802,678755239630127104,3741
4099,678740035362037760,1926
6082,678708137298427904,2753
3155,678675843183484930,1680
2250,678643457146150913,489
4358,678446151570427904,1785
5916,678424312106393600,2880
4640,678410210315247616,2072
61794,678399652199309312,30742
1731,678396796259975168,478
2044,678389028614488064,473
2655,678380236862578688,1020
1896,678341075375947776,612
1427,678334497360859136,304
12531,678278586130948096,6857
1726,678255464182861824,418
2095,678023323247357953,439
15018,678021115718029313,7148
3701,677961670166224897,1879
1476,677918531514703872,463
5275,677895101218201600,2384
3323,677716515794329600,1104
3689,677700003327029250,1622
1332,677698403548192770,363
2681,677687604918272002,950
3603,677673981332312066,1677
2134,677662372920729601,1101
2040,677644091929329666,886
2322,677573743309385728,819
1409,677565715327688705,513
2665,677557565589463040,1322
7568,677547928504967168,4076
1161,677530072887205888,250
3328,677335745548390400,2017
1477,677334615166730240,328
1189,677331501395156992,265
3938,677328882937298944,1693
1799,677314812125323265,611
1362,677301033169788928,471
2164,677269281705472000,790
3837,677228873407442944,1840
2981,677187300187611136,1033
3015,676975532580409345,1203
2395,676957860086095872,907
1413,676949632774234114,448
2354,676948236477857792,980
1844,676946864479084545,426
2261,676942428000112642,855
13809,676936541936185344,5515
3231,676916996760600576,2002
2426,676897532954456065,817
2294,676864501615042560,808
25124,676821958043033607,17605
1957,676819651066732545,741
1536,676811746707918848,469
5405,676776431406465024,2249
3149,676617503762681856,1108
1183,676613908052996102,219
2039,676606785097199616,490
1280,676603393314578432,440
4954,676593408224403456,2410
1001,676590572941893632,142
2533,676588346097852417,896
1310,676582956622721024,312
2807,676575501977128964,1254
2025,676533798876651520,621
1641,676496375194980353,602
12616,676470639084101634,5224
1863,676440007570247681,748
1526,676430933382295552,385
2243,676263575653122048,609
1335,676237365392908289,331
67100,676219687039057920,31989
1881,676215927814406144,661
2478,676191832485810177,1145
2077,676146341966438401,744
2335,676121918416756736,1297
3042,676101918813499392,1284
3279,676098748976615425,1623
1431,676089483918516224,483
1774,675898130735476737,653
2297,675891555769696257,976
2581,675888385639251968,1067
4531,675878199931371520,1570
1783,675870721063669760,632
2927,675853064436391936,1460
1027,675849018447167488,172
2477,675845657354215424,1000
1652,675822767435051008,591
1140,675820929667219457,260
11101,675798442703122432,3787
1750,675781562965868544,537
1257,675740360753160193,388
2046,675710890956750848,928
2154,675707330206547968,771
693,675706639471788032,106
1953,675534494439489536,470
1276,675531475945709568,428
1122,675522403582218240,316
1414,675517828909424640,507
18482,675501075957489664,6485
3397,675497103322386432,1443
1406,675489971617296384,672
1985,675483430902214656,1081
1623,675432746517426176,627
1838,675372240448454658,563
1136,675362609739206656,262
35178,675354435921575936,18963
4237,675349384339542016,2532
3007,675334060156301312,1436
3920,675166823650848770,1795
6072,675153376133427200,2734
4037,675149409102012420,1878
1026,675147105808306176,273
1300,675146535592706048,349
2305,675145476954566656,1011
1398,675135153782571009,542
2120,675113801096802304,877
1042,675111688094527488,283
3006,675109292475830276,1259
1141,675047298674663426,366
2918,675015141583413248,1335
1057,675006312288268288,252
1672,675003128568291329,517
2433,674999807681908736,1232
934,674805413498527744,391
3240,674800520222154752,949
2697,674793399141146624,1225
1180,674790488185167872,278
871,674788554665512960,230
2169,674781762103414784,1335
1213,674774481756377088,532
1981,674767892831932416,883
852,674764817387900928,263
1456,674754018082705410,488
1580,674752233200820224,516
1514,674743008475090944,607
527,674742531037511680,55
1194,674739953134403584,437
693,674737130913071104,103
1237,674690135443775488,510
1751,674670581682434048,729
994,674664755118911488,276
1533,674646392044941312,557
1111,674644256330530816,311
1806,674638615994089473,650
1617,674632714662858753,637
1013,674606911342424069,115
6676,674468880899788800,2275
1137,674447403907457024,393
1198,674436901579923456,426
1536,674422304705744896,592
731,674416750885273600,157
1289,674410619106390016,515
1607,674394782723014656,635
931,674372068062928900,346
602,674330906434379776,83
1516,674318007229923329,570
12129,674307341513269249,7641
15817,674291837063053312,6533
1682,674271431610523648,800
961,674269164442398721,255
1766,674265582246694913,936
1391,674262580978937856,498
1581,674255168825880576,619
804,674082852460433408,186
1047,674075285688614912,316
6769,674063288070742018,2450
3576,674053186244734976,1441
1564,674051556661161984,530
1520,674045139690631169,710
772,674042553264685056,142
1176,674038233588723717,456
906,674036086168010753,240
1914,674024893172875264,1360
1208,674019345211760640,340
1676,674014384960745472,714
1297,674008982932058114,393
2091,673956914389192708,1069
1251,673919437611909120,401
3406,673906403526995968,1799
994,673887867907739649,274
3289,673716320723169284,843
3815,673715861853720576,2303
1114,673711475735838725,325
908,673709992831262724,306
1153,673708611235921920,315
1177,673707060090052608,434
1337,673705679337693185,439
1532,673700254269775872,638
4067,673697980713705472,2165
1855,673689733134946305,700
1325,673688752737402881,534
1544,673686845050527744,479
1460,673680198160809984,521
1339,673662677122719744,397
769,673656262056419329,265
1194,673636718965334016,404
1691,673612854080196609,802
1273,673583129559498752,403
882,673580926094458881,297
1482,673576835670777856,613
1088,673363615379013632,338
1558,673359818736984064,728
1606,673355879178194945,652
1761,673352124999274496,597
784,673350198937153538,229
2700,673345638550134785,1422
1038,673343217010679808,289
1362,673342308415348736,649
14441,673320132811366400,8705
924,673317986296586240,293
8046,673295268553605120,3484
1134,673270968295534593,400
1510,673240798075449344,798
2410,673213039743795200,929
1822,673148804208660480,688
2092,672997845381865473,786
1001,672995267319328768,328
1039,672988786805112832,314
1338,672984142909456390,593
1930,672980819271634944,1079
1813,672975131468300288,1015
1019,672970152493887488,391
1405,672968025906282496,602
1530,672964561327235073,701
1452,672902681409806336,550
944,672898206762672129,459
1661,672884426393653248,897
1096,672877615439593473,405
1398,672834301050937345,623
1343,672828477930868736,533
1032,672640509974827008,348
1377,672622327801233409,542
1302,672614745925664768,644
1180,672609152938721280,424
1188,672604026190569472,445
1411,672594978741354496,661
1014,672591762242805761,367
782,672591271085670400,207
1089,672538107540070400,404
696,672523490734551040,189
1187,672488522314567680,482
1221,672482722825261057,665
757,672481316919734272,137
1529,672475084225949696,770
1447,672466075045466113,598
6888,672272411274932228,3677
1588,672267570918129665,666
1212,672264251789176834,383
2999,672256522047614977,1699
1515,672254177670729728,800
1833,672248013293752320,656
733,672245253877968896,169
953,672239279297454080,347
1956,672231046314901505,1089
833,672222792075620352,231
2414,672205392827572224,1270
1074,672169685991993344,408
918,672160042234327040,395
1876,672139350159835138,792
2578,672125275208069120,1253
1063,672095186491711488,395
1003,672082170312290304,402
1389,672068090318987265,564
9016,671896809300709376,4519
1415,671891728106971137,618
3693,671882082306625538,1488
1507,671879137494245376,748
1330,671874878652489728,601
1191,671866342182637568,548
977,671855973984772097,502
7527,671789708968640512,3811
1269,671768281401958400,572
1788,671763349865160704,999
1430,671744970634719232,841
779,671743150407421952,248
1534,671735591348891648,819
9119,671729906628341761,4795
13679,671561002136281088,7931
967,671550332464455680,229
1444,671547767500775424,658
2126,671544874165002241,1145
1166,671542985629241344,616
993,671538301157904385,436
1253,671536543010570240,441
1092,671533943490011136,631
896,671528761649688577,280
1499,671520732782923777,582
1010,671518598289059840,319
1734,671511350426865664,791
7495,671504605491109889,3866
980,671497587707535361,481
1073,671488513339211776,516
621,671486386088865792,226
806,671485057807351808,253
1513,671390180817915904,805
1193,671362598324076544,325
426,671357843010908160,157
508,671355857343524864,119
1031,671347597085433856,476
788,671186162933985280,241
1193,671182547775299584,378
931,671166507850801152,390
1763,671163268581498880,1198
401,671159727754231808,89
769,671154572044468225,241
714,671151324042559489,166
713,671147085991960577,254
1246,671141549288370177,713
996,671138694582165504,448
796,671134062904504320,212
3729,671122204919246848,2763
1436,671115716440031232,842
1225,671109016219725825,478
1175,670995969505435648,317
7989,670842764863651840,4324
634,670840546554966016,213
1189,670838202509447168,758
474,670833812859932673,135
780,670832455012716544,242
5961,670826280409919488,4485
824,670823764196741120,205
647,670822709593571328,105
3410,670815497391357952,1708
1202,670811965569282048,295
1234,670807719151067136,546
2098,670804601705242624,1035
362,670803562457407488,95
780,670797304698376195,262
889,670792680469889025,298
700,670789397210615808,255
640,670786190031921152,218
872,670783437142401025,431
1691,670782429121134593,863
831,670780561024270336,317
345,670778058496974848,77
1154,670764103623966721,466
475,670755717859713024,123
1030,670733412878163972,558
887,670727704916926465,403
1301,670717338665226240,547
814,670704688707301377,405
632,670691627984359425,266
799,670679630144274432,315
267,670676092097810432,45
11452,670668383499735048,5537
1635,670474236058800128,835
375,670468609693655041,90
1048,670465786746662913,608
580,670452855871037440,225
1264,670449342516494336,729
7120,670444955656130560,2153
690,670442337873600512,213
1127,670435821946826752,570
1501,670434127938719744,708
345,670433248821026816,122
1484,670428280563085312,694
551,670427002554466305,179
1415,670421925039075328,709
668,670420569653809152,342
604,670417414769758208,350
2176,670411370698022913,991
600,670408998013820928,249
460,670403879788544000,173
593,670385711116361728,234
785,670374371102445568,295
344,670361874861563904,71
451,670338931251150849,122
4110,670319130621435904,1359
452,670303360680108032,151
750,670290420111441920,315
1106,670093938074779648,365
740,670086499208155136,275
2390,670079681849372674,1373
1674,670073503555706880,874
676,670069087419133954,278
822,670061506722140161,373
716,670055038660800512,357
684,670046952931721218,191
801,670040295598354432,118
625,670037189829525505,306
352,670003130994700288,100
344,669993076832759809,92
471,669972011175813120,175
317,669970042633789440,65
536,669942763794931712,183
400,669926384437997569,115
250,669923323644657664,64
858,669753178989142016,431
289,669749430875258880,71
551,669684865554620416,99
412,669683899023405056,119
375,669682095984410625,146
712,669680153564442624,311
860,669661792646373376,482
3769,669625907762618368,1963
1006,669603084620980224,401
550,669597912108789760,163
1587,669583744538451968,1017
467,669573570759163904,156
1684,669571471778410496,1085
248,669567591774625800,61
413,669564461267722241,133
383,669393256313184256,83
1425,669375718304980992,792
524,669371483794317312,196
485,669367896104181761,172
669,669363888236994561,252
390,669359674819481600,134
2889,669354382627049472,1390
687,669353438988365824,281
474,669351434509529089,207
1081,669328503091937280,452
610,669327207240699904,127
525,669324657376567296,223
958,669216679721873412,422
468,669214165781868544,183
1074,669203728096960512,522
698,669037058363662336,336
785,669015743032369152,403
610,669006782128353280,269
22118,669000397445533696,6965
468,668994913074286592,254
802,668992363537309700,381
726,668989615043424256,356
961,668988183816871936,516
578,668986018524233728,183
573,668981893510119424,340
842,668979806671884288,382
1386,668975677807423489,641
161,668967877119254528,25
757,668960084974809088,263
300,668955713004314625,77
284,668932921458302977,63
338,668902994700836864,107
422,668892474547511297,164
566,668872652652679168,322
479,668852170888998912,184
467,668826086256599040,150
610,668815180734689280,291
749,668779399630725120,409
562,668655139528511488,233
962,668645506898350081,588
939,668643542311546881,576
1145,668641109086707712,573
1114,668636665813057536,528
3024,668633411083464705,1788
763,668631377374486528,349
341,668627278264475648,123
417,668625577880875008,140
1551,668623201287675904,851
211,668620235289837568,45
654,668614819948453888,341
1760,668587383441514497,1174
265,668567822092664832,62
561,668544745690562560,250
497,668542336805281792,231
265,668537837512433665,79
496,668528771708952576,242
345,668507509523615744,116
436,668496999348633600,146
453,668484198282485761,253
491,668480044826800133,162
936,668466899341221888,560
656,668297328638447616,319
264,668291999406125056,34
535,668286279830867968,149
886,668274247790391296,248
592,668268907921326080,261
1385,668256321989451776,667
1056,668248472370458624,523
6614,668237644992782336,3100
323,668226093875376128,115
537,668221241640230912,215
586,668204964695683073,206
696,668190681446379520,210
525,668171859951755264,208
522,668154635664932864,336
592,668142349051129856,306
709,668113020489474048,265
1356,667937095915278337,866
318,667924896115245057,119
222,667915453470232577,59
523,667911425562669056,329
905,667902449697558528,396
2011,667886921285246976,1180
868,667885044254572545,530
409,667878741721415682,127
667,667873844930215936,440
3172,667866724293877760,1110
253,667861340749471744,86
303,667832474953625600,68
1111,667806454573760512,535
346,667801013445750784,101
736,667793409583771648,358
434,667782464991965184,261
243,667773195014021121,61
476,667766675769573376,243
398,667728196545200128,162
517,667724302356258817,341
6138,667549055577362432,2454
355,667546741521195010,138
917,667544320556335104,568
220,667538891197542400,72
866,667534815156183040,576
501,667530908589760512,264
1798,667524857454854144,1198
389,667517642048163840,203
7148,667509364010450944,2272
563,667502640335572993,231
565,667495797102141441,294
559,667491009379606528,242
273,667470559035432960,102
203,667455448082227200,66
327,667453023279554560,96
833,667443425659232256,620
483,667437278097252352,257
326,667435689202614272,89
489,667405339315146752,234
211,667393430834667520,60
385,667369227918143488,173
516,667211855547486208,258
658,667200525029539841,282
414,667192066997374976,115
784,667188689915760640,449
15075,667182792070062081,6618
200,667177989038297088,58
640,667176164155375616,484
262,667174963120574464,88
235,667171260800061440,97
2819,667165590075940865,1241
268,667160273090932737,66
49720,667152164079423490,18285
4851,667138269671505920,2387
346,667119796878725120,135
349,667090893657276420,132
425,667073648344346624,134
88,667070482143944705,14
175,667065535570550784,51
227,667062181243039745,57
198,667044094246576128,54
471,667012601033924608,237
258,666996132027977728,102
2679,666983947667116034,1040
857,666837028449972224,584
222,666835007768551424,83
266,666826780179869698,105
540,666817836334096384,267
250,666804364988780544,95
800,666786068205871104,521
404,666781792255496192,211
368,666776908487630848,186
244,666739327293083650,71
449,666701168228331520,234
196,666691418707132416,51
923,666649482315059201,608
238,666644823164719104,88
545,666454714377183233,223
107,666447344410484738,23
131,666437273139982337,52
170,666435652385423360,54
330,666430724426358785,204
171,666428276349472768,90
327,666421158376562688,118
129,666418789513326592,48
459,666411507551481857,339
113,666407126856765440,44
172,666396247373291520,92
194,666373753744588802,100
804,666362758909284353,595
229,666353288456101888,77
307,666345417576210432,146
204,666337882303524864,96
522,666293911632134144,368
152,666287406224695296,71
184,666273097616637952,82
108,666268910803644416,37
14765,666104133288665088,6871
81,666102155909144576,16
164,666099513787052032,73
169,666094000022159362,79
121,666082916733198337,47
335,666073100786774016,174
154,666071193221509120,67
496,666063827256086533,232
115,666058600524156928,61
304,666057090499244032,146
448,666055525042405380,261
1253,666051853826850816,879
136,666050758794694657,60
111,666049248165822465,41
311,666044226329800704,147
128,666033412701032449,47
132,666029285002620928,48
2535,666020888022790149,532
